FH611,鬱金香,紅色
FH612,鬱金香,橙色
FH613,鬱金香,黃色
FH614,鬱金香,粉色
FH616,鬱金香,白色
FH617,鬱金香,紫色
FH618,鬱金香,雙色
FH620,水仙花,
FH626,白鶴芋,
FH630,海芋,混色
FH631,海芋,紅
FH632,海芋,橙
FH633,海芋,黃
FH634,海芋,粉
FH635,海芋,綠
FH636,海芋,白
FH637,海芋,紫
FH638,海芋,乳白
FH640,睡蓮,
FH650,荷花,
FH660,天鵝絨,
FH661,伯利恆之星,
FH670,茉莉花,
FH673,三角桔梗,
FH680,君子蘭,
FH690,火球花,
FH700,寒丁子<王冠>,
FH710,深山櫻,
FH717,深山櫻,紫霧
FH720,貝殼花,
FH730,黑種草,
FH740,金翠花,
FH750,百子蓮<愛情花>,
FH756,百子蓮大白,
FH757,百子蓮大紫,
FH760,火炬百合,
FH770,非洲鬱金香,
FH780,玉米百合,
FH790,藍星花,
FH800,玫瑰,聖誕
FH890,袋鼠花,
FH900,紫嬌花,
FK000,葵百合,
FK001,葵百合,單朵
FK002,葵百合,雙朵
FK003,葵百合,三朵
FK004,葵百合,四朵
FK005,葵百合,五朵
FK009,葵百合,多朵
FK040,葵百合,粉
FK041,葵百合,粉單朵
FK042,葵百合,粉雙朵
FK043,葵百合,粉三朵
FK044,葵百合,粉四朵
FK045,葵百合,粉五朵
FK049,葵百合,粉多朵
FK110,葵百合,蘿拉紅
FK111,葵百合,蘿拉紅單朵
FK112,葵百合,蘿拉紅雙朵
FK113,葵百合,蘿拉紅三朵
FK114,葵百合,蘿拉紅四朵
FK115,葵百合,蘿拉紅五朵
FK119,葵百合,蘿拉紅多朵
FK210,葵百合,奧林匹克紅
FK211,葵百合,奧林匹克紅單朵
FK212,葵百合,奧林匹克紅雙朵
FK213,葵百合,奧林匹克紅三朵
FK214,葵百合,奧林匹克紅四朵
FK215,葵百合,奧林匹克紅五朵
FK219,葵百合,薁林匹克紅多朵
FK310,葵百合,紅
FK311,葵百合,紅單朵
FK312,葵百合,紅雙朵
FK313,葵百合,紅三朵
FK314,葵百合,紅四朵
FK315,葵百合,紅五朵
FK319,葵百合,紅多朵
FK340,葵百合,瑪麗粉
FK341,葵百合,瑪麗粉單朵
FK342,葵百合,瑪麗粉雙朵
FK343,葵百合,瑪麗粉三朵
FK344,葵百合,瑪麗粉四朵
FK345,葵百合,瑪麗粉五朵
FK349,葵百合,瑪麗粉多朵
FK410,葵百合,阿卡波克紅
FK411,葵百合,阿卡波克紅單朵
FK412,葵百合,阿卡波克紅雙朵
FK413,葵百合,阿卡波克紅三朵
FK414,葵百合,阿卡波克紅四朵
FK415,葵百合,阿卡波克紅五朵
FK419,葵百合,阿卡波克紅多朵
FK420,葵百合,阿提亞
FK421,葵百合,阿提亞單朵
FK422,葵百合,阿提亞雙朵
FK423,葵百合,阿提亞三朵
FK429,葵百合,阿提亞多朵
FK430,葵百合,瑪麗之星
FK431,葵百合,瑪麗之星單朵
FK432,葵百合,瑪麗之星雙朵
FK433,葵百合,瑪麗之星三朵
FK439,葵百合,瑪麗之星多朵
FK440,羅迪納,
FK441,羅迪納,單朵
FK442,羅迪納,雙朵
FK443,羅迪納,三朵
FK449,羅迪納,多朵
FK450,柯柏拉,
FK451,柯柏拉,單朵
FK452,柯柏拉,雙朵
FK453,柯柏拉,三朵
FK459,柯柏拉,多朵
FK540,葵百合,卡斯克德粉
FK541,葵百合,卡斯克德粉單朵
FK542,葵百合,卡斯克德粉雙朵
FK543,葵百合,卡斯克德粉三朵
FK544,葵百合,卡斯克德粉四朵
FK545,葵百合,卡斯克德粉五朵
FK549,葵百合,卡斯克德粉多朵
FL000,姬百合,
FL001,姬百合,姬百合單朵
FL002,姬百合,姬百合雙朵
FL003,姬百合,姬百合三朵
FL009,姬百合,姬百合多朵
FL010,姬百合,紅
FL011,姬百合,紅單朵
FL012,姬百合,紅雙朵
FL013,姬百合,紅三朵
FL014,姬百合,紅四朵
FL015,姬百合,紅五朵
FL019,姬百合,紅多朵
FL020,姬百合,橙
FL021,姬百合,橙單朵
FL022,姬百合,橙雙朵
FL023,姬百合,橙三朵
FL024,姬百合,橙四朵
FL025,姬百合,橙五朵
FL029,姬百合,橙多朵
FL030,姬百合,黃
FL031,姬百合,黃單朵
FL032,姬百合,黃雙朵
FL033,姬百合,黃三朵
FL034,姬百合,黃四朵
FL035,姬百合,黃五朵
FL039,姬百合,黃多朵
FL040,姬百合,粉
FL041,姬百合,粉單朵
FL042,姬百合,粉雙朵
FL043,姬百合,粉三朵
FL044,姬百合,粉四朵
FL045,姬百合,粉五朵
FL049,姬百合,粉多朵
FL060,姬百合,白
FL061,姬百合,白單朵
FL062,姬百合,白雙朵
FL063,姬百合,白三朵
FL064,姬百合,白四朵
FL065,姬百合,白五朵
FL069,姬百合,白多朵
FL070,姬百合,紫
FL071,姬百合,紫單朵
FL072,姬百合,紫雙朵
FL073,姬百合,紫三朵
FL074,姬百合,紫四朵
FL075,姬百合,紫五朵
